A,B,C,AVSC,cos-zenith
1228.68,0.141493,0.0573833,1.03127,-0.14204
1228.68,0.141493,0.0573833,1.03127,0.0353192
1228.68,0.141493,0.0573833,1.03127,0.194855
1228.68,0.141493,0.0573833,1.03127,0.325696
1228.68,0.141493,0.0573833,1.03127,0.418925
1228.68,0.141493,0.0573833,1.03127,0.46819
1228.68,0.141493,0.0573833,1.03127,0.470131
1228.68,0.141493,0.0573833,1.03127,0.424619
1228.68,0.141493,0.0573833,1.03127,0.334753
1228.68,0.141493,0.0573833,1.03127,0.206658
1228.68,0.141493,0.0573833,1.03127,0.0490637
1228.68,0.141493,0.0573833,1.03127,-0.12729
